CarCount,BikeCount,BusCount,TruckCount,Total
25,17,77,75,194
14,26,7,34,81
2,95,133,69,299
70,8,136,62,276
149,100,13,20,282
101,56,107,84,348
106,31,52,131,320
104,80,106,124,414
79,96,47,19,241
44,48,57,56,205
63,98,7,124,292
132,140,90,93,455
118,1,119,60,298
120,91,107,13,331
129,42,91,87,349
39,12,90,133,274
34,84,69,103,290
78,141,122,32,373
129,103,27,8,267
83,81,73,142,379
63,53,34,120,270
97,142,1,89,329
67,103,129,31,330
134,140,94,150,518
149,116,137,90,492
91,113,55,105,364
38,39,63,61,201
11,14,24,82,131
61,68,78,122,329
116,112,110,65,403
19,22,150,78,269
72,15,118,138,343
126,84,141,14,365
28,61,113,17,219
7,96,13,73,189
94,119,55,143,411
111,119,86,29,345
121,2,88,85,296
143,137,32,51,363
19,138,135,1,293
55,41,129,82,307
74,3,143,53,273
128,32,3,135,298
114,53,79,50,296
8,148,29,25,210
97,59,136,136,428
148,26,33,65,272
139,69,131,114,453
68,106,11,94,279
136,72,128,104,440
10,108,89,113,320
71,22,16,19,128
39,110,84,82,315
17,53,51,36,157
54,94,133,108,389
29,82,33,85,229
7,13,33,143,196
77,68,84,142,371
42,3,68,40,153
107,41,23,60,231
11,8,92,92,203
112,39,146,19,316
123,13,15,114,265
113,46,29,10,198
115,146,40,37,338
68,67,147,84,366
61,7,17,93,178
116,135,68,47,366
117,17,45,129,308
109,149,46,86,390
5,12,117,120,254
4,71,56,37,168
117,103,28,95,343
85,60,40,82,267
75,75,33,137,320
102,58,121,7,288
99,99,62,150,410
87,149,37,60,333
65,124,4,87,280
95,95,23,135,348
92,108,142,43,385
71,74,91,66,302
56,22,146,141,365
45,147,38,12,242
50,20,5,43,118
46,131,75,94,346
116,39,18,80,253
4,109,103,94,310
20,42,99,52,213
69,149,21,130,369
111,119,57,6,293
131,35,137,141,444
62,84,23,16,185
108,45,96,97,346
109,113,67,119,408
48,135,77,4,264
64,65,19,120,268
92,120,26,92,330
27,128,121,123,399
63,106,1,93,263
42,36,78,53,209
126,36,81,44,287
139,23,34,10,206
145,148,143,45,481
34,83,126,76,319
80,123,92,39,334
121,100,115,53,389
64,24,53,1,142
92,16,34,116,258
108,70,6,116,300
17,137,101,26,281
19,21,28,84,152
53,123,22,40,238
141,63,10,77,291
94,79,44,107,324
38,30,149,105,322
76,103,35,11,225
38,64,67,35,204
60,82,149,48,339
88,27,22,73,210
101,90,110,16,317
48,134,5,83,270
74,77,56,48,255
17,103,142,111,373
28,23,20,104,175
144,59,147,106,456
88,57,104,128,377
52,134,115,17,318
41,5,25,101,172
77,97,112,76,362
117,113,73,36,339
129,35,88,116,368
9,147,132,131,419
26,11,128,32,197
115,19,78,138,350
61,113,16,2,192
63,98,48,25,234
93,90,145,49,377
1,136,33,29,199
50,118,141,19,328
6,38,3,121,168
125,121,143,98,487
122,49,98,14,283
138,11,111,81,341
4,15,126,146,291
60,45,110,62,277
114,63,146,103,426
8,80,137,65,290
116,84,106,26,332
18,122,131,85,356
41,78,114,80,313
58,19,77,86,240
31,146,11,17,205
58,124,52,126,360
133,109,23,144,409
14,57,25,73,169
21,8,90,17,136
14,125,122,4,265
60,136,58,146,400
16,141,139,22,318
73,13,33,119,238
149,122,31,122,424
149,123,116,86,474
77,88,90,103,358
4,25,140,118,287
40,73,135,36,284
58,43,98,29,228
64,90,54,116,324
125,65,143,44,377
71,20,124,1,216
143,96,63,129,431
35,131,91,4,261
46,32,51,25,154
67,96,49,5,217
112,104,48,39,303
127,104,111,10,352
130,107,58,83,378
143,57,84,22,306
93,42,59,118,312
25,36,57,136,254
2,79,117,43,241
136,89,49,87,361
31,136,55,82,304
94,111,134,116,455
1,142,74,89,306
54,80,6,131,271
103,19,19,97,238
130,89,76,37,332
37,51,57,36,181
73,127,33,93,326
89,121,29,127,366
79,78,9,110,276
93,82,88,128,391
71,119,105,144,439
35,116,142,83,376
135,31,79,127,372
52,120,74,98,344
98,78,32,14,222
135,18,53,34,240
50,108,79,96,333
75,37,62,92,266
70,25,68,66,229
113,105,149,40,407
27,47,126,82,282
68,43,134,78,323
71,98,144,16,329
67,123,28,57,275
61,68,13,45,187
140,57,14,89,300
3,54,99,103,259
66,107,34,134,341
54,113,64,128,359
120,130,63,4,317
114,27,102,55,298
7,65,84,52,208
76,88,33,148,345
149,83,34,52,318
102,24,22,79,227
5,60,150,14,229
36,126,37,93,292
91,147,126,84,448
5,117,125,40,287
145,80,5,121,351
86,43,73,144,346
100,3,140,63,306
94,102,51,45,292
119,80,131,9,339
131,7,150,25,313
98,60,93,69,320
39,2,48,54,143
103,144,134,86,467
60,6,10,2,78
112,32,68,66,278
67,150,141,2,360
6,129,106,56,297
56,40,137,11,244
75,137,86,68,366
24,103,31,16,174
22,67,38,42,169
142,108,101,71,422
104,126,51,84,365
69,39,117,72,297
7,143,100,137,387
122,48,146,67,383
13,111,102,32,258
58,25,56,23,162
52,121,141,19,333
101,69,87,130,387
137,71,135,41,384
68,42,65,130,305
2,95,17,83,197
15,53,76,104,248
11,149,78,32,270
71,37,14,86,208
82,145,93,145,465
52,89,47,120,308
44,13,75,78,210
115,123,145,54,437
142,85,59,54,340
119,99,96,30,344
148,41,45,57,291
32,137,45,138,352
139,71,67,81,358
4,64,6,27,101
98,66,19,47,230
150,10,125,59,344
121,111,44,145,421
132,109,91,58,390
94,50,42,70,256
132,59,25,77,293
129,34,72,124,359
8,140,32,69,249
60,129,50,46,285
124,40,43,34,241
86,20,4,87,197
6,58,26,2,92
83,1,112,62,258
101,117,107,131,456
54,61,139,116,370
24,34,43,10,111
95,24,80,15,214
43,89,12,13,157
39,138,34,138,349
19,45,54,83,201
45,41,28,134,248
127,120,131,141,519
133,111,108,8,360
20,110,114,108,352
95,52,56,26,229
132,48,78,143,401
107,62,128,44,341
128,27,105,70,330
18,20,150,18,206
16,60,40,139,255
51,127,86,47,311
86,95,128,11,320
42,94,148,3,287
77,68,134,20,299
108,68,79,35,290
1,49,129,9,188
50,125,31,86,292
94,129,135,141,499
120,54,123,118,415
94,99,43,71,307
80,66,120,94,360
29,126,86,96,337
36,110,46,94,286
106,103,91,84,384
21,51,34,99,205
69,43,146,128,386
137,146,27,10,320
7,53,19,22,101
114,131,18,46,309
40,43,54,30,167
89,38,46,116,289
80,109,128,20,337
136,16,25,81,258
144,141,89,76,450
111,113,135,97,456
28,8,124,70,230
139,25,37,146,347
31,4,107,143,285
102,150,109,29,390
65,69,41,145,320
140,117,121,103,481
150,57,55,59,321
47,106,28,103,284
35,7,150,18,210
57,55,31,89,232
121,20,88,140,369
32,133,114,149,428
52,148,8,53,261
106,97,40,141,384
1,66,8,100,175
21,21,39,36,117
103,138,111,114,466
20,94,86,135,335
100,51,9,98,258
113,104,84,32,333
120,139,41,53,353
89,78,3,95,265
3,41,135,83,262
138,139,119,91,487
30,76,93,43,242
64,62,126,38,290
66,15,81,40,202
103,146,108,102,459
51,37,121,3,212
81,95,67,4,247
63,90,81,105,339
126,66,124,77,393
133,75,3,99,310
99,44,71,111,325
128,42,142,12,324
117,126,124,64,431
9,44,128,9,190
15,45,47,42,149
121,9,11,57,198
91,120,101,48,360
48,135,133,47,363
73,67,80,31,251
74,143,80,29,326
29,29,84,40,182
88,43,90,64,285
138,59,124,117,438
40,89,49,57,235
125,22,65,59,271
35,147,92,76,350
129,17,117,72,335
111,84,24,76,295
28,93,42,123,286
15,133,55,131,334
100,47,8,145,300
38,21,18,79,156
133,143,35,70,381
60,133,101,63,357
81,108,69,148,406
122,48,71,97,338
58,122,147,43,370
77,104,86,105,372
103,120,50,148,421
36,111,135,72,354
9,112,46,14,181
104,26,52,92,274
37,76,55,11,179
34,105,68,24,231
138,130,63,146,477
75,115,41,39,270
69,58,17,97,241
71,15,6,25,117
13,23,74,41,151
20,150,72,57,299
18,1,96,82,197
82,13,62,109,266
77,119,75,84,355
64,91,149,11,315
68,39,11,97,215
97,56,36,106,295
91,29,124,5,249
101,12,84,57,254
35,36,112,8,191
111,111,20,79,321
65,7,139,14,225
65,113,141,43,362
42,105,89,51,287
47,85,25,61,218
24,47,90,28,189
150,67,71,76,364
87,112,36,10,245
115,25,89,54,283
92,112,130,20,354
115,146,55,80,396
98,69,44,133,344
117,60,65,24,266
81,64,100,94,339
34,113,99,119,365
49,69,72,150,340
67,145,48,4,264
110,57,68,38,273
132,99,150,18,399
119,64,123,80,386
69,129,21,148,367
105,35,40,88,268
66,2,70,11,149
5,93,114,131,343
57,67,41,103,268
83,31,74,82,270
114,34,48,78,274
142,145,15,15,317
5,35,110,18,168
124,103,78,90,395
98,38,86,3,225
108,65,130,15,318
143,33,150,32,358
54,106,102,103,365
134,28,87,36,285
35,83,99,10,227
1,94,101,96,292
97,49,63,71,280
101,8,39,24,172
81,83,69,35,268
131,29,8,91,259
109,9,72,52,242
19,114,54,67,254
88,29,32,14,163
10,19,88,31,148
52,44,38,101,235
83,18,79,129,309
67,92,3,106,268
136,121,43,113,413
96,2,75,11,184
88,148,129,63,428
38,17,126,23,204
30,119,130,102,381
68,120,113,85,386
96,50,104,97,347
40,1,105,106,252
149,128,79,70,426
34,9,121,123,287
103,50,116,79,348
149,87,107,75,418
94,74,70,94,332
77,46,71,127,321
139,147,92,46,424
49,150,63,122,384
98,36,116,34,284
116,89,7,114,326
17,80,62,32,191
102,16,81,136,335
37,135,10,62,244
37,86,48,114,285
12,2,20,42,76
113,36,3,39,191
119,101,82,141,443
124,84,55,73,336
89,16,145,128,378
117,127,107,121,472
35,58,143,85,321
54,111,67,80,312
115,111,140,137,503
48,68,5,133,254
20,15,147,17,199
6,10,17,59,92
114,119,34,114,381
78,30,131,21,260
110,117,142,56,425
59,45,88,42,234
11,129,97,122,359
133,34,31,6,204
139,64,135,118,456
57,1,12,55,125
137,144,116,145,542
133,8,96,32,269
109,115,25,127,376
60,56,93,107,316
98,13,27,43,181
48,123,133,133,437
88,57,91,37,273
135,69,16,5,225
107,15,11,68,201
47,98,5,77,227
8,27,51,74,160
86,115,109,56,366
31,36,80,108,255
116,115,41,78,350
116,3,146,16,281
89,93,87,10,279
6,90,57,56,209
144,129,49,137,459
129,61,149,73,412
53,90,65,123,331
95,21,37,36,189
143,122,95,117,477
101,11,23,103,238
120,78,47,148,393
147,4,131,113,395
22,136,35,131,324
29,20,121,139,309
96,17,85,38,236
69,91,8,112,280
5,10,45,131,191
38,2,29,44,113
41,16,103,65,225
17,53,11,29,110
34,42,69,87,232
66,17,122,8,213
123,44,63,116,346
63,19,30,141,253
123,67,57,99,346
35,69,15,50,169
77,19,83,131,310
55,117,58,129,359
105,99,86,95,385
3,24,17,112,156
6,87,28,134,255
85,121,69,102,377
140,51,140,28,359
146,40,28,41,255
91,39,97,84,311
116,17,93,99,325
141,109,32,149,431
86,11,111,125,333
15,40,31,71,157
87,129,115,113,444
51,13,79,29,172
52,71,69,124,316
91,120,3,129,343
113,30,66,21,230
54,62,62,55,233
35,116,135,130,416
95,69,125,114,403
15,39,139,118,311
131,8,129,17,285
62,104,4,46,216
93,114,82,78,367
26,131,19,143,319
91,47,142,138,418
67,119,21,134,341
146,31,71,140,388
42,57,75,57,231
82,57,147,11,297
10,60,95,149,314
59,90,105,140,394
26,35,87,87,235
23,101,126,67,317
49,9,127,143,328
69,140,57,52,318
104,96,146,81,427
6,64,67,6,143
136,53,130,32,351
122,118,103,45,388
71,148,115,33,367
89,64,70,60,283
66,22,50,28,166
88,114,32,65,299
61,77,125,2,265
102,119,98,127,446
70,117,70,114,371
104,45,55,19,223
42,13,81,37,173
74,43,108,142,367
54,145,6,61,266
110,95,127,40,372
104,59,107,129,399
111,144,141,71,467
145,91,143,146,525
78,128,33,40,279
68,126,66,115,375
82,85,32,43,242
36,76,92,102,306
125,51,40,85,301
105,104,79,49,337
140,137,128,103,508
145,48,10,27,230
48,106,68,143,365
46,48,79,34,207
8,141,52,51,252
92,139,27,41,299
93,22,124,25,264
136,111,98,99,444
125,96,117,105,443
149,89,104,66,408
39,120,45,142,346
147,85,66,28,326
108,99,5,23,235
54,68,23,20,165
21,12,46,147,226
105,46,74,43,268
59,149,78,76,362
126,120,115,119,480
30,130,33,20,213
48,150,18,105,321
143,66,135,89,433
120,142,57,66,385
97,16,145,13,271
3,43,44,117,207
47,4,61,128,240
77,52,135,19,283
69,49,91,119,328
124,64,46,73,307
64,12,150,123,349
63,136,90,83,372
148,40,22,127,337
70,142,149,126,487
143,68,136,63,410
130,5,65,94,294
65,28,123,46,262
76,70,11,79,236
114,150,114,136,514
90,43,86,130,349
120,76,92,45,333
119,63,115,46,343
61,126,118,109,414
142,34,146,23,345
20,9,143,134,306
21,85,28,70,204
45,140,36,24,245
113,63,25,77,278
120,85,139,38,382
128,94,26,67,315
27,99,142,72,340
108,125,103,89,425
11,105,144,138,398
35,5,118,108,266
111,136,8,106,361
36,44,62,124,266
23,68,84,105,280
110,32,45,79,266
56,15,143,150,364
134,136,144,78,492
75,136,100,102,413
67,56,5,24,152
18,15,108,123,264
33,5,78,14,130
138,58,52,11,259
19,102,66,21,208
72,113,101,87,373
98,58,74,47,277
139,115,21,137,412
35,19,7,37,98
98,134,13,32,277
9,64,71,123,267
59,49,65,19,192
136,71,82,104,393
143,19,149,108,419
88,136,135,121,480
42,75,56,143,316
66,137,100,75,378
9,111,28,56,204
39,47,109,17,212
27,87,147,12,273
1,129,34,33,197
71,121,37,59,288
61,86,150,74,371
39,45,64,44,192
16,76,95,97,284
34,3,25,96,158
40,121,136,111,408
144,27,69,3,243
79,74,25,2,180
125,22,15,144,306
2,2,100,114,218
114,68,112,112,406
53,148,122,109,432
1,35,92,117,245
101,97,146,13,357
5,117,2,148,272
94,96,47,149,386
36,143,81,113,373
127,37,18,56,238
106,88,77,35,306
76,15,115,82,288
39,32,17,32,120
12,87,66,75,240
141,54,3,59,257
70,69,61,45,245
135,95,103,137,470
146,38,115,99,398
97,38,99,76,310
31,133,119,54,337
96,110,104,69,379
6,48,129,16,199
50,84,9,113,256
50,41,71,129,291
15,117,101,94,327
129,135,64,104,432
39,60,138,17,254
137,124,92,71,424
120,124,97,121,462
105,37,50,25,217
148,123,47,127,445
13,42,1,37,93
75,138,107,47,367
55,70,41,140,306
42,82,28,53,205
65,94,90,65,314
117,113,72,10,312
133,78,143,65,419
38,91,9,149,287
39,11,112,20,182
41,148,109,25,323
101,59,39,33,232
77,69,53,102,301
133,20,137,57,347
60,73,73,80,286
57,100,110,145,412
17,105,36,100,258
36,5,89,42,172
72,71,127,86,356
58,149,100,138,445
118,9,65,138,330
50,25,137,145,357
1,26,112,148,287
116,85,150,74,425
96,119,123,107,445
119,131,62,69,381
46,88,71,139,344
114,89,80,122,405
46,87,139,122,394
2,89,89,124,304
143,51,35,33,262
92,128,18,103,341
116,117,30,93,356
3,24,44,123,194
122,137,21,110,390
90,129,47,99,365
120,43,78,81,322
37,23,36,104,200
105,142,59,13,319
108,31,51,94,284
57,150,142,32,381
19,111,143,150,423
32,94,129,67,322
144,61,49,28,282
98,106,104,96,404
10,3,133,40,186
20,133,16,103,272
49,23,54,53,179
20,64,18,141,243
2,64,78,148,292
15,75,123,130,343
70,85,62,101,318
79,89,11,88,267
9,134,148,70,361
120,4,137,100,361
99,124,128,88,439
20,69,94,87,270
8,94,92,49,243
132,147,133,66,478
87,119,91,115,412
130,14,145,19,308
56,34,146,98,334
60,4,26,27,117
52,128,90,35,305
114,74,49,18,255
62,62,32,111,267
84,78,63,48,273
15,149,65,109,338
57,143,123,100,423
71,116,104,145,436
24,102,26,76,228
111,132,52,112,407
28,75,117,64,284
117,138,63,126,444
100,143,35,60,338
8,109,7,42,166
146,46,140,118,450
149,106,103,18,376
73,60,102,103,338
120,3,132,66,321
138,149,5,99,391
101,145,50,63,359
81,147,111,116,455
113,46,76,10,245
39,18,126,143,326
98,2,112,134,346
88,63,29,22,202
114,1,112,34,261
5,135,88,127,355
45,60,9,115,229
66,130,124,17,337
118,105,123,56,402
95,30,106,21,252
111,31,123,10,275
73,27,39,106,245
52,100,20,125,297
52,89,121,85,347
5,131,85,105,326
145,26,20,122,313
52,45,90,36,223
91,9,121,120,341
121,49,104,133,407
59,140,35,37,271
32,81,116,85,314
41,69,127,1,238
36,7,14,48,105
112,144,94,7,357
43,34,80,131,288
42,129,75,117,363
51,7,92,120,270
72,100,26,107,305
121,36,142,46,345
115,120,34,69,338
107,21,48,116,292
18,36,49,123,226
13,123,62,69,267
146,115,98,99,458
4,94,95,67,260
132,59,95,134,420
138,44,126,116,424
145,97,40,2,284
99,64,13,32,208
100,11,90,38,239
147,15,16,50,228
61,136,53,34,284
20,57,85,61,223
60,67,71,20,218
24,146,71,125,366
137,108,76,55,376
124,6,47,134,311
97,32,82,61,272
49,81,129,52,311
66,17,66,38,187
1,68,113,99,281
139,141,149,102,531
67,69,146,106,388
71,82,134,114,401
141,79,67,86,373
146,108,3,51,308
121,114,65,30,330
25,118,73,61,277
116,21,89,79,305
55,60,96,30,241
93,94,116,8,311
40,66,62,145,313
79,67,140,88,374
123,121,108,136,488
132,106,58,58,354
85,93,76,95,349
95,120,92,104,411
108,139,106,12,365
30,35,133,30,228
29,136,86,58,309
113,75,92,99,379
88,107,16,42,253
49,140,8,39,236
51,33,77,9,170
61,136,47,148,392
39,60,49,53,201
67,104,33,102,306
30,67,84,89,270
131,57,85,33,306
145,9,113,141,408
46,86,59,108,299
19,125,62,84,290
125,21,120,131,397
8,119,28,115,270
136,95,138,83,452
2,92,75,52,221
89,42,120,126,377
95,15,22,55,187
33,11,111,10,165
28,148,15,19,210
124,135,111,84,454
11,132,118,83,344
31,110,64,130,335
32,77,61,142,312
70,8,63,107,248
135,121,81,132,469
143,81,80,110,414
134,130,21,53,338
108,6,91,124,329
133,147,139,74,493
43,137,112,32,324
80,63,96,146,385
99,54,31,138,322
38,72,53,75,238
72,82,68,136,358
137,74,109,93,413
14,75,120,59,268
99,6,143,13,261
23,45,140,96,304
120,49,39,119,327
146,51,31,69,297
35,24,100,80,239
95,146,16,102,359
60,82,29,74,245
51,53,115,95,314
127,137,38,52,354
101,133,70,29,333
97,53,77,23,250
126,52,116,47,341
72,8,138,131,349
44,125,9,21,199
96,148,72,45,361
126,49,52,5,232
30,30,68,89,217
90,144,40,112,386
4,135,19,73,231
107,148,37,65,357
142,142,60,12,356
47,66,136,5,254
99,122,88,147,456
99,3,8,8,118
134,53,67,31,285
48,44,24,66,182
117,68,118,40,343
148,31,120,10,309
57,150,37,47,291
129,1,114,126,370
22,143,9,120,294
123,19,19,81,242
65,92,143,106,406
44,16,48,56,164
16,111,52,22,201
67,56,2,37,162
140,113,87,45,385
41,117,59,86,303
16,64,84,134,298
93,17,70,19,199
52,83,91,49,275
72,99,73,54,298
143,26,58,101,328
15,133,27,80,255
30,29,144,136,339
17,46,80,107,250
132,62,61,85,340
126,131,88,110,455
87,67,113,142,409
95,79,39,89,302
97,33,31,90,251
46,1,114,91,252
59,73,56,94,282
79,15,93,57,244
129,130,21,34,314
144,123,95,138,500
94,10,75,2,181
132,109,75,32,348
84,21,128,60,293
23,39,80,113,255
43,91,11,90,235
42,64,93,107,306
77,31,138,3,249
40,21,127,116,304
87,74,64,28,253
109,18,95,106,328
122,131,47,146,446
149,32,6,58,245
148,65,82,105,400
139,6,52,111,308
122,98,97,80,397
11,59,38,86,194
135,129,77,55,396
93,20,18,6,137
37,22,150,81,290
116,37,18,71,242
76,110,114,148,448
150,30,106,41,327
110,33,106,103,352
69,124,123,96,412
68,1,122,119,310
69,117,48,35,269
122,35,110,107,374
135,130,134,114,513
140,42,4,22,208
106,37,48,110,301
63,43,59,121,286
74,67,2,38,181
123,120,145,40,428
15,51,127,132,325
34,119,136,128,417
78,51,31,107,267
111,45,148,12,316
46,36,46,6,134
122,123,89,20,354
29,82,23,26,160
72,93,73,111,349
110,131,81,32,354
120,98,51,150,419
42,87,40,129,298
47,14,101,136,298
143,82,101,13,339
79,84,133,32,328
33,86,122,63,304
82,93,35,25,235
103,31,127,42,303
55,33,135,60,283
90,15,16,13,134
93,136,7,134,370
68,141,15,21,245
99,25,133,48,305
85,5,95,4,189
117,27,27,47,218
124,53,50,67,294
35,30,48,122,235
27,52,122,50,251
63,137,130,60,390
57,131,119,63,370
106,87,107,73,373
137,145,98,46,426
104,26,127,90,347
119,45,6,132,302
76,18,88,128,310
109,21,85,39,254
104,24,24,135,287
127,30,18,126,301
37,84,137,81,339
142,140,39,3,324
107,89,105,60,361
81,128,57,80,346
65,112,97,37,311
22,30,13,81,146
59,73,146,38,316
5,14,12,7,38
149,91,23,64,327
111,33,87,39,270
82,147,65,51,345
143,111,12,126,392
66,36,114,137,353
88,1,31,45,165
9,119,106,135,369
100,105,71,4,280
146,128,89,118,481
76,111,121,4,312
9,146,110,29,294
83,86,139,148,456
22,75,71,121,289
68,68,92,68,296
41,78,131,60,310
79,64,56,129,328
116,105,75,31,327
20,129,143,18,310
36,137,4,75,252
54,104,90,53,301
115,5,56,81,257
81,24,1,61,167
8,23,69,132,232
2,118,117,30,267
145,12,108,118,383
40,3,84,27,154
19,131,77,147,374
49,11,48,86,194
70,118,14,12,214
72,118,79,50,319
125,121,139,84,469
38,111,53,77,279
67,114,47,25,253
47,79,35,86,247
150,116,73,97,436
24,125,56,14,219
53,52,40,47,192
75,84,72,117,348
84,87,58,94,323
145,39,127,38,349
6,114,60,82,262
35,23,28,139,225
48,103,74,137,362
18,104,66,11,199
128,92,26,18,264
91,2,86,124,303
13,82,78,89,262
107,74,101,79,361
114,148,65,88,415
79,5,145,70,299
2,40,65,34,141
93,15,82,123,313
14,76,134,148,372
